SAS_Angle[Deg],SAS_Speed,CR_Yrs_Yr,CR_Yrs_LatAc[g],ACCEL_REF_ACC[m/s^2],DriverBraking,CR_Mdps_DrvTq,CR_Brk_StkDep_Pc[%],CR_Yrs_LongAc[g],CR_Mdps_StrColTq[Nm],CR_Mdps_StrTq[Nm],CR_Mdps_OutTq,CF_Gway_TSigLHSw,CF_Gway_TSigRHSw,CR_Vcu_AccPedDep_Pc[%],CR_Mcu_VehSpd_Kph[kph],Time[s]
4.6,4,1.32499999999999,0.059781085,-0.25,0,1.48,0,-0.000892255,1.2890625,1.29,0.300000000000011,0,0,9.8039215675,121,1815
4.4,4,1.12,0.05735925,-0.109999999999999,0,0.949999999999999,0,-0.00662818,0.9296875,0.93,0.400000000000006,0,0,15.686274508,121,1816
4.4,0,1.44499999999999,0.05302544,-0.130000000000001,0,0.52,0,0.01580566,0.578125,0.579999999999998,0.400000000000006,0,0,16.8627450961,121,1817
1.4,8,-0.069999999999993,-0.030209205,-0.300000000000001,0,0.82,0,0.010579595,0.609375,0.609999999999999,-2.19999999999999,0,0,16.8627450961,120,1818
3.7,0,0.85499999999999,0.044995145,-0.140000000000001,0,0.789999999999999,0,0.012873965,0.90625,0.899999999999999,-0.400000000000006,0,0,14.9019607826,120,1819
4,0,1.11500000000001,0.04435782,-0.19,0,-0.199999999999999,0,0.000382395,0.1640625,0.16,0.300000000000011,0,0,12.9411764691,119,1820
3.2,0,1.00999999999999,0.03339583,-0.050000000000001,0,0.07,0,0.02090426,0.015625,0.02,-0.199999999999989,0,0,20.7843137231,119,1821
3.5,0,1.10499999999999,0.03696485,-0.060000000000001,0,0.550000000000001,0,0.039131755,0.5703125,0.57,0.199999999999989,0,0,22.7450980366,120,1822
3.9,0,1.155,0.054172625,0.109999999999999,0,0.719999999999999,0,0.024345815,0.6953125,0.699999999999999,0.199999999999989,0,0,21.9607843112,120,1823
3.1,4,0.919999999999988,0.03518034,-0.16,0,-0.739999999999998,0,0.016442985,-0.7109375,-0.710000000000001,-0.599999999999994,0,0,15.686274508,120,1824
1.8,8,0.550000000000011,0.048054305,-0.779999999999999,0,-1.39,0,-0.04971135,-1.546875,-1.55,-2.40000000000001,0,0,0,118,1825
3.3,4,1.09,0.054427555,-1.4,0,-0.309999999999999,0,-0.053662765,-0.515625,-0.52,-1.19999999999999,0,0,0,116,1826
4.1,0,1.03,0.064114895,-0.69,0,0.91,0,-0.043465565,0.8125,0.809999999999999,0.199999999999989,0,0,0,113,1827
3.3,0,1.04499999999999,0.038239500000001,-0.640000000000001,0,-0.359999999999999,0,-0.05710432,-0.4375,-0.440000000000001,-0.699999999999989,0,0,0,111,1828
2.6,0,1.03999999999999,0.028679625,-0.790000000000001,0,-0.399999999999999,0,-0.052133185,-0.484375,-0.48,-0.599999999999994,0,0,0,108,1829
1.6,0,0.344999999999999,0.00917748,-0.790000000000001,0,-1.05,0,-0.044230355,-1.125,-1.12,-0.599999999999994,0,0,0,106,1830
1.7,0,0.525000000000006,0.01198171,-0.76,0,-1.27,0,-0.04690712,-1.2734375,-1.27,-1,0,0,0,103,1831
1.7,0,0.370000000000005,0.006245785,-0.960000000000001,0,-1.29,0,-0.05965362,-1.140625,-1.14,-1.09999999999999,0,0,0,101,1832
1.7,0,0.455000000000013,0.012364105,-0.710000000000001,0,-0.969999999999999,0,-0.051878255,-1,-1,-0.5,0,0,0,98,1833
1.7,0,0.379999999999995,0.01249157,-0.74,0,-1.24,0,-0.04563247,-1.2265625,-1.23,-1,0,0,0,96,1834
1.7,0,0.240000000000009,0.01886482,-0.31,0,-0.73,0,-0.01453101,-0.734375,-0.739999999999998,-0.199999999999989,0,0,6.6666666659,94,1835
1.7,0,0.115000000000009,0.020521865,-0.23,0,0.02,0,0.00025493,0.0078125,0.010000000000002,0.400000000000006,0,0,9.8039215675,93,1836
2.8,0,0.164999999999992,0.0407888,-0.1,0,1.07,0,0.018737355,1.078125,1.08,0.900000000000006,0,0,12.9411764691,93,1837
4.3,0,0.919999999999988,0.076351535,0.109999999999999,0,1.18,0,0.042955705,1.1796875,1.18,0.900000000000006,0,0,14.9019607826,93,1838
3.5,0,0.47999999999999,0.067683915,0.220000000000001,0,-0.789999999999999,0,0.059271225,-0.796875,-0.789999999999999,-0.5,0,0,18.8235294096,93,1839
0.9,0,-0.224999999999994,0.02651272,0.33,0,-0.82,0,0.071252935,-0.8125,-0.809999999999999,0.5,0,0,23.9215686247,94,1840
1.5,0,-0.159999999999997,0.032758505,0.33,0,0.140000000000001,0,0.06526208,0.1328125,0.129999999999999,0,0,0,23.9215686247,96,1841
1.4,0,-0.030000000000001,0.036837385,0.35,0,-1.1,0,0.07214519,-1.140625,-1.14,-1.19999999999999,0,0,24.7058823501,97,1842
0.1,0,-0.639999999999986,0.00203944,0.34,0,-0.370000000000001,0,0.06653673,-0.3515625,-0.350000000000001,0.800000000000011,0,0,24.7058823501,98,1843
-0.2,4,-0.784999999999997,-0.013893685,0.109999999999999,0,-1.79,0,0.05506488,-1.7890625,-1.79,-1.80000000000001,0,0,21.9607843112,99,1844
0.5,0,-0.569999999999993,0.038112035,0.44,0,-0.600000000000001,0,0.071762795,-0.59375,-0.600000000000001,-0.5,0,0,23.9215686247,100,1845
0.5,0,-0.504999999999995,0.01810003,0.31,0,-1.04,0,0.064114895,-1.0390625,-1.04,-0.5,0,0,23.9215686247,101,1846
0.5,0,-0.639999999999986,0.01223664,0.02,0,-0.73,0,0.03263104,-0.734375,-0.739999999999998,-0.099999999999994,0,0,15.686274508,101,1847
0.5,0,-0.47999999999999,0.021796515,0.32,0,-0.199999999999999,0,0.066409265,-0.203125,-0.210000000000001,0,0,0,24.7058823501,102,1848
0.5,0,-0.425000000000011,0.02498314,0.42,0,-1.15,0,0.093686775,-1.1484375,-1.15,-0.900000000000006,0,0,32.9411764668,103,1849
-2.8,0,-1.995,-0.03441555,0.83,0,-1.92,0,0.10528609,-1.9140625,-1.92,-1.80000000000001,0,0,35.6862745057,106,1850
0.5,0,-0.585000000000008,0.048691630000001,0.779999999999999,0,-0.329999999999998,0,0.09253959,-0.3359375,-0.34,0,0,0,33.7254901922,108,1851
-0.1,0,-1.125,0.02192398,0.43,0,-0.809999999999999,0,0.098530445,-0.8125,-0.809999999999999,-0.300000000000011,0,0,35.6862745057,110,1852
-0.2,0,-1.01499999999999,0.02651272,0.75,0,-1.01,0,0.09381424,-1.0390625,-1.04,-1.30000000000001,0,0,34.9019607803,112,1853
-0.2,0,-0.865000000000009,-0.00152958,0.34,0,-0.989999999999998,0,0.08361704,-0.9921875,-0.989999999999998,-0.599999999999994,0,0,34.9019607803,114,1854
-1,0,-1,-0.02090426,0.359999999999999,0,-0.940000000000001,0,0.07775365,-0.96875,-0.969999999999999,-0.099999999999994,0,0,33.7254901922,115,1855
-1,0,-1.09,-0.029189485,0.34,0,-1.03,0,0.06169306,-1.0859375,-1.08,-0.5,0,0,29.8039215652,117,1856
-0.2,0,-0.835000000000008,-0.00178451,0.15,0,-0.829999999999998,0,0.04053387,-0.796875,-0.789999999999999,-0.300000000000011,0,0,27.8431372517,117,1857
-0.8,0,-1.59,-0.028424695,-0.200000000000001,0,-1.2,0,0.023835955,-1.1796875,-1.18,-1.09999999999999,0,0,19.607843135,117,1858
0,0,-0.629999999999995,0.02498314,-0.5,0,-0.300000000000001,0,-0.00076479,-0.3046875,-0.300000000000001,0.199999999999989,0,0,13.7254901945,116,1859
0.5,4,-0.164999999999992,0.03900429,-0.16,0,-1.64,0,0.01198171,-1.625,-1.62,-0.599999999999994,0,0,17.6470588215,116,1860
-0.8,0,-1.065,-0.01249157,0.19,0,-0.800000000000001,0,0.05939869,-0.8125,-0.809999999999999,-0.300000000000011,0,0,32.9411764668,117,1861
-1.5,0,-1.61000000000001,-0.034797945,0.09,0,-1.64,0,0.06194799,-1.6484375,-1.65,-1.90000000000001,0,0,27.8431372517,118,1862
0,4,-1.19499999999999,0.007265505,0.34,0,-0.690000000000001,0,0.05990855,-0.8515625,-0.850000000000001,-0.699999999999989,0,0,25.8823529382,119,1863
0.2,0,-0.594999999999999,0.021541585,0.369999999999999,0,-1.4,0,0.04945642,-1.390625,-1.39,-1.30000000000001,0,0,30.9803921533,120,1864
-1.8,0,-1.345,-0.02472821,0.42,0,-2.24,0,0.06857617,-2.1953125,-2.19,-2.80000000000001,0,0,34.9019607803,121,1865
-1.4,0,-1.48500000000001,-0.04002401,0.279999999999999,0,-1.15,0,0.05175079,-1.15625,-1.15,-0.300000000000011,0,0,25.8823529382,122,1866
-0.7,0,-1.03,-0.016952845,0.09,0,-1.33,0,0.050986,-1.359375,-1.36,-0.699999999999989,0,0,28.6274509771,123,1867
0,0,-0.534999999999997,0.007775365,0.27,0,-1.28,0,0.0662818,-1.2578125,-1.26,-1.30000000000001,0,0,34.9019607803,124,1868
0,4,-1.16499999999999,-0.026130325,0.07,0,-0.73,0,0.059016295,-0.65625,-0.649999999999999,1.09999999999999,0,0,28.6274509771,124,1869
-1.2,0,-1.55000000000001,-0.03416062,0.359999999999999,0,-1.69,0,0.06602687,-1.6875,-1.69,-1.30000000000001,0,0,31.7647058787,125,1870
-0.2,0,-0.745000000000004,0.01810003,0.01,0,-1.28,0,0.066664195000001,-1.2890625,-1.29,-1.09999999999999,0,0,28.6274509771,125,1871
-0.8,0,-0.969999999999999,-0.000127465,0.299999999999999,0,-2.27,0,0.057741645,-2.265625,-2.26,-3,0,0,31.7647058787,126,1872
-1,0,-0.905000000000001,-0.022306375,0.199999999999999,0,-1.67,0,0.06041841,-1.6640625,-1.66,-1.40000000000001,0,0,31.7647058787,127,1873
-0.4,0,-1.125,-0.003441555,0.08,0,-1.66,0,0.059781085,-1.65625,-1.66,-1.80000000000001,0,0,32.9411764668,127,1874
-1.6,4,-1.70500000000001,-0.04180852,0.390000000000001,0,-1.92,0,0.0586339,-1.9296875,-1.93,-2.30000000000001,0,0,32.9411764668,128,1875
-1,0,-1.32499999999999,-0.02753244,0.459999999999999,0,-1.28,0,0.05506488,-1.25,-1.25,0,0,0,32.9411764668,129,1876
0,0,-0.669999999999988,-0.008795085,0.029999999999999,0,-1.52,0,0.04231838,-1.5234375,-1.52,-1.59999999999999,0,0,26.6666666636,129,1877
-0.7,0,-0.914999999999992,-0.00662818,-0.18,0,-1.79,0,0.039896545,-1.8125,-1.81,-2.19999999999999,0,0,24.7058823501,128,1878
-0.3,0,-0.740000000000009,-0.005735925,0.060000000000001,0,-1.72,0,0.038621895,-1.6953125,-1.7,-1,0,0,29.8039215652,128,1879
-0.8,0,-1.13499999999999,-0.004461275,0.049999999999999,0,-1.98,0,0.03976908,-1.859375,-1.86,-1.5,0,0,27.8431372517,128,1880
-0.8,4,-1.08500000000001,-0.013383825,-0.050000000000001,0,-2.16,0,0.050603605,-2.203125,-2.2,-2.40000000000001,0,0,27.8431372517,128,1881
-0.4,0,-1.11000000000001,-0.0203944,-0.120000000000001,0,-0.98,0,0.020776795,-1.1015625,-1.1,-1,0,0,22.7450980366,128,1882
-1,0,-1.19999999999999,-0.008540155,-0.060000000000001,0,-1.89,0,0.033778225,-1.6953125,-1.7,-1.30000000000001,0,0,25.8823529382,128,1883
-0.5,0,-1.12,-0.02192398,-0.08,0,-1.76,0,0.01860989,-1.75,-1.75,-1.80000000000001,0,0,20.7843137231,127,1884
-0.6,0,-0.97999999999999,-0.000382395,-0.08,0,-1.88,0,0.018992285,-1.7109375,-1.71,-1.30000000000001,0,0,19.607843135,126,1885
0.5,0,-0.460000000000008,0.01478594,-0.26,0,-0.739999999999998,0,0.038621895,-0.7734375,-0.77,-0.699999999999989,0,0,26.6666666636,126,1886
-1.5,0,-1.685,-0.048564165,-0.060000000000001,0,-1.71,0,0.028679625,-1.828125,-1.83,-1.90000000000001,0,0,23.9215686247,126,1887
-1.1,0,-1.28999999999999,-0.003186625,0.289999999999999,0,-1.83,0,0.064114895,-1.4375,-1.44,-0.800000000000011,0,0,30.9803921533,126,1888
-0.6,0,-1.06,-0.02982681,-0.26,0,-1.47,0,0.034797945,-1.375,-1.37,-1,0,0,22.7450980366,126,1889
-0.4,0,-0.990000000000009,-0.012364105,-0.220000000000001,0,-2.05,0,0.020776795,-2.0546875,-2.05,-2.90000000000001,0,0,20.7843137231,125,1890
-0.4,0,-1.28,-0.00305916,-0.23,0,-1.25,0,0.017207775,-1.25,-1.25,-0.800000000000011,0,0,18.8235294096,124,1891
-0.2,0,-0.789999999999992,0.00892255,0,0,-0.870000000000001,0,0.04486768,-0.8671875,-0.859999999999999,0,0,0,24.7058823501,124,1892
1.3,0,0.139999999999986,0.05379023,0.220000000000001,0,-0.75,0,0.0790283,-0.75,-0.75,-0.599999999999994,0,0,31.7647058787,124,1893
0.7,4,-0.455000000000013,0.020266935000001,0.23,0,-0.199999999999999,0,0.068193775,-0.203125,-0.199999999999999,0.5,0,0,31.7647058787,125,1894
0.4,0,-0.39500000000001,0.013128895,0.029999999999999,0,-0.41,0,0.05710432,-0.40625,-0.399999999999999,0.199999999999989,0,0,33.7254901922,126,1895
0.5,0,-0.409999999999997,-0.004716205,0.470000000000001,0,-1.08,0,0.089352965,-1.0859375,-1.08,-0.400000000000006,0,0,34.9019607803,127,1896
1.9,0,0.300000000000011,0.03161132,0,0,0.559999999999999,0,0.056466995,0.5703125,0.57,0.400000000000006,0,0,33.7254901922,128,1897
4.2,4,0.75,0.05812404,0.4,0,1.7,0,0.065899405,1.6953125,1.69,1.80000000000001,0,0,35.6862745057,129,1898
3.8,0,0.530000000000001,0.062585315,0.560000000000001,0,1.1,0,0.08514662,1.1171875,1.12,0.400000000000006,1,0,36.8627450938,130,1899
2.6,0,0.044999999999988,0.06424236,0.34,0,-0.809999999999999,0,0.07775365,-0.7578125,-0.760000000000002,-0.400000000000006,1,0,36.8627450938,132,1900
0.1,4,-0.405000000000001,0.017462705,0.19,0,-1.84,0,0.06041841,-1.8359375,-1.84,-1.69999999999999,0,0,36.8627450938,133,1901
0.1,0,-0.955000000000012,-0.01708031,0.459999999999999,0,-1.22,0,0.04384796,-0.7265625,-0.719999999999999,0.199999999999989,0,0,33.7254901922,134,1902
1.1,0,-0.305000000000007,0.008285225,0.19,0,-0.629999999999999,0,0.05735925,-0.578125,-0.57,0.300000000000011,0,0,27.8431372517,135,1903
0.3,4,-0.435000000000002,0.01988454,0.23,0,-1.22,0,0.02115919,-0.6171875,-0.620000000000001,-0.099999999999994,0,0,25.8823529382,135,1904
1.9,0,0.159999999999997,0.03874936,-0.029999999999999,0,0.23,0,0.027150045,0.15625,0.149999999999999,-0.199999999999989,0,0,24.7058823501,135,1905
1.3,0,0.094999999999999,0.042190915,0.129999999999999,0,-1.46,0,0.03900429,-1.4765625,-1.47,-1.69999999999999,0,0,28.6274509771,135,1906
1.8,0,0.155000000000001,0.04027894,-0.140000000000001,0,0.030000000000001,0,0.01478594,0.1796875,0.18,0.300000000000011,0,0,27.8431372517,135,1907
2.7,0,0.324999999999989,0.067428985,0.220000000000001,0,0.289999999999999,0,0.062840245,0.2265625,0.23,0,0,0,30.9803921533,136,1908
2.7,0,0.485000000000014,0.075331815,0.33,0,0.280000000000001,0,0.049074025,0.1953125,0.190000000000001,-0.300000000000011,0,0,31.7647058787,137,1909
1.6,0,0.159999999999997,0.040151475,0.359999999999999,0,-0.199999999999999,0,0.051113465,-0.2109375,-0.210000000000001,0.099999999999994,0,0,31.7647058787,137,1910
1.7,0,0.199999999999989,0.049583885,0.060000000000001,0,0.02,0,0.01759017,-0.0390625,-0.039999999999999,0.199999999999989,0,0,26.6666666636,138,1911
1.9,0,0.055000000000007,0.048564165,0.01,0,-0.309999999999999,0,0.00101972,-0.3671875,-0.359999999999999,0.199999999999989,0,0,23.9215686247,138,1912
1.9,0,0.069999999999993,0.059526155,-0.01,0,0.109999999999999,0,-0.00968734,0.125,0.129999999999999,0,0,0,19.607843135,138,1913
1.9,0,0.365000000000009,0.05837897,0.060000000000001,0,-0.16,0,-0.00994227,-0.1640625,-0.16,0.099999999999994,0,0,23.9215686247,138,1914
2,0,0.280000000000001,0.04435782,0.039999999999999,0,0.41,0,0.00637325,0.3828125,0.379999999999999,0.300000000000011,0,0,23.9215686247,137,1915
2.1,0,0.280000000000001,0.048564165,0.289999999999999,0,0.469999999999999,0,0.019757075,0.453125,0.449999999999999,0.099999999999994,0,0,26.6666666636,138,1916
3,0,0.314999999999998,0.07826351,0.33,0,0.050000000000001,0,0.03849443,0.0234375,0.02,0,0,0,32.9411764668,138,1917
2.9,0,0.599999999999994,0.069723355,0.199999999999999,0,-0.690000000000001,0,0.020012005,-0.734375,-0.73,-0.300000000000011,0,0,31.7647058787,139,1918
1.9,0,0.219999999999999,0.03696485,0.25,0,-0.609999999999999,0,0.03492541,-0.6015625,-0.600000000000001,-0.300000000000011,0,0,27.8431372517,140,1919
1.5,0,0.219999999999999,0.025620465,-0.060000000000001,0,-1.67,0,0.033778225,-1.46875,-1.47,-2.09999999999999,0,0,24.7058823501,140,1920
2.1,0,0.444999999999993,0.03518034,-0.07,0,-0.510000000000002,0,0.005735925,-0.5703125,-0.57,-0.400000000000006,0,0,23.9215686247,140,1921
2.3,0,0.710000000000008,0.03543527,0.15,0,-0.579999999999998,0,-0.00025493,-0.5625,-0.559999999999999,0,0,0,22.7450980366,140,1922
1.7,0,0.414999999999992,0.001657045,-0.08,0,-0.82,0,0.02166905,-0.8359375,-0.84,-0.699999999999989,0,0,27.8431372517,140,1923
2.1,0,0.615000000000009,0.0331409,0.01,0,-0.34,0,0.000892255,-0.3046875,-0.300000000000001,0.099999999999994,0,0,24.7058823501,140,1924
2.5,0,0.780000000000001,0.046779655,-0.029999999999999,0,-0.960000000000001,0,0.004971135,-1.28125,-1.28,-1,0,0,23.9215686247,140,1925
3,0,0.849999999999994,0.03543527,-0.060000000000001,0,-0.149999999999999,0,0.01988454,-0.1328125,-0.140000000000001,0.400000000000006,0,0,22.7450980366,140,1926
3.3,0,0.875,0.03161132,-0.07,0,0.350000000000001,0,0.00841269,0.359375,0.359999999999999,0.099999999999994,0,0,19.607843135,140,1927
4.2,0,1.04499999999999,0.04614233,-0.32,0,1.08,0,-0.011344385,1.171875,1.17,0.199999999999989,0,0,17.6470588215,139,1928
4.3,0,1.09999999999999,0.064369825,-0.35,0,0.75,0,-0.021796515,0.59375,0.59,0,0,0,17.6470588215,138,1929
4.2,0,1.18000000000001,0.066154335,0.01,0,0.309999999999999,0,0.011599315,0.28125,0.280000000000001,0,0,0,22.7450980366,138,1930
5.3,0,1.905,0.100824815,-0.029999999999999,0,1.55,0,0.02115919,1.421875,1.42,1.40000000000001,0,0,25.8823529382,138,1931
4.2,0,1.39500000000001,0.06551701,-0.040000000000001,0,0.899999999999999,0,0.02421835,0.7421875,0.739999999999998,0.599999999999994,0,0,25.8823529382,138,1932
4.1,0,1.40000000000001,0.07622407,-0.029999999999999,0,0.73,0,0.030719065000001,0.6484375,0.649999999999999,0.599999999999994,0,0,27.8431372517,139,1933
4.4,0,1.69999999999999,0.07749872,0.07,0,0.920000000000002,0,0.03288597,0.8828125,0.879999999999999,0.699999999999989,0,0,25.8823529382,139,1934
3.6,0,1.45500000000001,0.05786911,-0.26,0,0.210000000000001,0,0.027404975,0.2421875,0.239999999999998,0.300000000000011,0,0,23.9215686247,139,1935
3.4,0,0.935000000000002,0.03263104,-0.08,0,0.390000000000001,0,0.02166905,0.3359375,0.329999999999998,0.800000000000011,0,0,21.9607843112,139,1936
4.1,0,1.095,0.055447275,0.109999999999999,0,0.68,0,0.004461275,0.7109375,0.710000000000001,0.599999999999994,0,0,22.7450980366,139,1937
4.2,0,1.33000000000001,0.044995145,-0.029999999999999,0,0.850000000000001,0,0.002676765,0.875,0.879999999999999,0.099999999999994,0,0,21.9607843112,139,1938
3.5,0,1.02000000000001,0.059781085,-0.200000000000001,0,-0.469999999999999,0,0.007775365,-0.546875,-0.539999999999999,0,0,0,22.7450980366,138,1939
3.1,0,1.33000000000001,0.05888883,-0.15,0,-0.210000000000001,0,-0.00025493,-0.1875,-0.18,-0.099999999999994,0,0,22.7450980366,138,1940
6,4,1.55000000000001,0.089862825,-0.140000000000001,0,0.75,0,-0.020012005,0.96875,0.969999999999999,-0.300000000000011,0,0,23.9215686247,137,1941
3.8,0,1.16499999999999,0.07775365,0.09,0,0.300000000000001,0,0.024345815,0.265625,0.27,-0.699999999999989,0,0,23.9215686247,137,1942
2.9,0,0.590000000000003,0.033268365,-0.18,0,-0.699999999999999,0,0.02498314,-0.5390625,-0.539999999999999,0,0,1,25.8823529382,136,1943
3.1,0,0.944999999999993,0.037092315,-0.210000000000001,0,-0.800000000000001,0,0.02115919,-0.6640625,-0.66,-0.199999999999989,0,1,25.8823529382,136,1944
3.2,0,1.095,0.05990855,-0.26,0,0.379999999999999,0,0.012364105,0.4453125,0.449999999999999,0.300000000000011,0,0,25.8823529382,135,1945
4.8,0,1.60499999999999,0.083234645,-0.23,0,1.41,0,0.03008174,1.4609375,1.46,1.69999999999999,0,0,26.6666666636,135,1946
5.2,0,1.76499999999999,0.066919125,0.060000000000001,0,1.1,0,0.05302544,1.078125,1.08,0.599999999999994,0,0,32.9411764668,134,1947
5.4,0,2.03999999999999,0.14836926,-0.08,0,1.41,0,0.053152905,1.453125,1.45,2,0,0,33.7254901922,135,1948
5.2,0,1.63999999999999,0.0484367,0.25,0,1.13,0,0.057741645,0.828125,0.829999999999998,0,0,0,33.7254901922,135,1949
4.6,0,1.34999999999999,0.084509295,0.08,0,0.940000000000001,0,0.04716205,0.859375,0.859999999999999,0,0,0,33.7254901922,135,1950
3.9,0,1.11000000000001,0.05430009,0.16,0,0.66,0,0.058506435,0.859375,0.850000000000001,0,0,0,34.9019607803,136,1951
3.6,0,1.02000000000001,0.04767191,0.1,0,0.129999999999999,0,0.05430009,0.1171875,0.120000000000001,0.099999999999994,0,0,35.6862745057,136,1952
3,0,0.965000000000003,0.04257331,0.08,0,-0.030000000000001,0,0.071507865,-0.5390625,-0.539999999999999,0,0,0,36.8627450938,137,1953
3.9,0,1.05500000000001,0.06424236,0.049999999999999,0,1.04,0,0.068703635,0.5625,0.559999999999999,0.400000000000006,0,0,39.6078431327,137,1954
1.1,0,0.284999999999997,0.0280423,0.27,0,1.38,0,0.065899405,0.671875,0.670000000000002,-3,0,0,39.6078431327,138,1955
2.3,4,0.835000000000008,0.07061561,-0.470000000000001,0,1.44,0,0.013638755,1.5078125,1.51,-0.800000000000011,0,0,28.6274509771,138,1956
1.9,0,0.610000000000014,0.01172678,-0.23,0,1.38,0,0.01962961,1.015625,1.02,-2.30000000000001,0,0,25.8823529382,138,1957
1.8,0,0.155000000000001,0.02090426,0.060000000000001,0,1.09,0,0.035052875,0.921875,0.920000000000002,-2.30000000000001,0,0,27.8431372517,137,1958
1.9,0,-0.210000000000008,0.023581025,-0.120000000000001,0,0.190000000000001,0,0.01708031,0.2421875,0.239999999999998,0.199999999999989,0,0,24.7058823501,136,1959
0.9,4,0.264999999999986,0.040151475,-0.31,0,-1.28,0,-0.00203944,-1.1328125,-1.13,-0.400000000000006,0,0,23.9215686247,135,1960
0.6,0,-0.414999999999992,0.010834525,-0.720000000000001,0,-0.84,0,-0.046014865,-0.9453125,-0.949999999999999,-0.800000000000011,0,1,0,133,1961
2.1,0,0.194999999999993,0.040151475,-0.85,0,-0.670000000000002,0,-0.048564165,-0.4375,-0.43,-0.5,0,1,0,130,1962
4,0,0.650000000000006,0.08081281,-1.04,0,1.12,0,-0.0586339,1.015625,1.02,0.599999999999994,0,1,0,127,1963
4,0,0.72999999999999,0.065134615,-0.74,0,1.31,0,-0.05277051,1.4453125,1.44,1.5,0,1,0,124,1964
4.2,0,0.75,0.09457903,-1.16,0,0.91,0,-0.04435782,0.6953125,0.699999999999999,0.5,0,1,0,120,1965
3.5,0,0.425000000000011,0.06271278,-0.76,0,0.559999999999999,0,-0.047289515,0.6171875,0.620000000000001,0.099999999999994,0,1,0,117,1966
3.7,0,0.514999999999986,0.0586339,-0.720000000000001,0,0.719999999999999,0,-0.051623325000001,0.8125,0.809999999999999,0.699999999999989,0,0,0,114,1967
3.5,0,0.294999999999987,0.068703635,0.129999999999999,0,0.98,0,0.04665219,0.9609375,0.960000000000001,0.599999999999994,0,0,26.6666666636,113,1968
3.2,4,0.655000000000001,0.071252935,-0.01,0,-0.100000000000001,0,0.04461275,-0.1015625,-0.100000000000001,-0.800000000000011,0,0,22.7450980366,113,1969
1.9,0,-0.085000000000008,0.059781085,-0.42,0,-0.300000000000001,0,-0.01198171,-0.2421875,-0.239999999999998,-0.300000000000011,0,0,7.843137254,112,1970
0.3,0,-0.724999999999994,0.001911975,-0.31,0,-1.47,0,0.018482425,-1.265625,-1.27,-0.900000000000006,0,0,13.7254901945,110,1971
1.3,4,0,0.021286655,-0.290000000000001,0,0.559999999999999,0,-0.00458874,0.4296875,0.43,1.30000000000001,0,1,8.6274509794,109,1972
1.6,0,-0.055000000000007,0.029189485,-0.27,0,-0.609999999999999,0,0.023071165,-0.5859375,-0.59,-0.099999999999994,0,1,16.8627450961,108,1973
3.2,0,0.444999999999993,0.06857617,-0.73,0,0.149999999999999,0,-0.04741698,0.125,0.120000000000001,0,0,1,0,105,1974
0.6,4,-0.25,0.007265505,-0.870000000000001,0,-1.75,0,-0.048309235,-1.6015625,-1.6,-1.5,0,1,0,102,1975
0.9,0,-0.199999999999989,0.020012005,-0.85,0,-0.260000000000002,0,-0.043975425,-0.328125,-0.32,0,0,1,0,99,1976
2.8,0,0.60499999999999,0.05531981,-0.870000000000001,0,-0.199999999999999,0,-0.04894656,-0.1640625,-0.16,-0.199999999999989,0,1,0,96,1977
-0.3,4,-0.180000000000007,0.042955705,-0.880000000000001,0,-2.08,0,-0.04614233,-2.078125,-2.08,-2.40000000000001,0,1,0,93,1978
-7.1,0,-3.52000000000001,-0.13052416,-0.83,0,-3,0,-0.046779655,-3.078125,-3.08,-5.90000000000001,0,1,0,90,1979
-7.9,0,-3.82499999999999,-0.15652702,-0.880000000000001,0,-2.86,0,-0.047544445,-2.8515625,-2.85,-5.5,0,0,0,87,1980
-12,0,-5.565,-0.220132055,-0.85,0,-3.86,0,-0.039386685,-3.875,-3.88,-10.1,0,0,0,84,1981
-12.1,0,-5.94,-0.18558904,-0.800000000000001,0,-2.71,0,-0.04461275,-2.8828125,-2.88,-5.59999999999999,0,0,0,81,1982
-8.7,4,-3.90000000000001,-0.08744099,0.129999999999999,0,-3.02,0,0.04435782,-3.1328125,-3.13,-6.59999999999999,0,0,9.8039215675,80,1983
-8.7,0,-4.58000000000001,-0.091902265,-0.540000000000001,0,-2.89,0,-0.037347245,-2.8984375,-2.9,-5.80000000000001,0,0,0.7843137254,78,1984
-6.7,24,-5.005,-0.08514662,-0.050000000000001,0,-1.31,0,-0.00433381,-1.46875,-1.47,-2.09999999999999,0,0,4.7058823524,77,1985
-8.7,0,-4.54499999999999,-0.08132267,0.029999999999999,0,-2.38,0,0.01478594,-2.71875,-2.72,-4.69999999999999,0,0,7.843137254,75,1986
-8.3,0,-4.48500000000001,-0.075841675,-0.15,0,-1.79,0,0.008285225,-1.875,-1.87,-2.40000000000001,0,0,7.843137254,75,1987
-9.8,8,-4.75,-0.08948043,0.119999999999999,0,-2.99,0,0.03084653,-2.9453125,-2.95,-5.40000000000001,0,0,10.9803921556,76,1988
-9.7,0,-4.85499999999999,-0.08897057,0.19,0,-2.34,0,0.048691630000001,-2.46875,-2.47,-4.09999999999999,0,0,13.7254901945,77,1989
-8.1,4,-4.47,-0.083999435,0.18,0,-1.71,0,0.02600286,-1.75,-1.75,-1.69999999999999,0,0,7.843137254,77,1990
