SAS_Angle[Deg],SAS_Speed,CR_Yrs_Yr,CR_Yrs_LatAc[g],ACCEL_REF_ACC[m/s^2],DriverBraking,CR_Mdps_DrvTq,CR_Brk_StkDep_Pc[%],CR_Yrs_LongAc[g],CR_Mdps_StrColTq[Nm],CR_Mdps_StrTq[Nm],CR_Mdps_OutTq,CF_Gway_TSigLHSw,CF_Gway_TSigRHSw,CR_Vcu_AccPedDep_Pc[%],CR_Mcu_VehSpd_Kph[kph],Time[s]
0.1,4,-0.449999999999989,0.01937468,-0.050000000000001,0,-1.54,0,0.017972565,-1.4140625,-1.41,-2.09999999999999,0,0,19.607843135,120,844
0,0,-0.77000000000001,0.009050015,-0.1,0,-0.800000000000001,0,0.0203944,-0.8515625,-0.850000000000001,0,0,0,18.8235294096,120,845
0.2,0,-0.444999999999993,0.020776795,-0.220000000000001,0,-0.739999999999998,0,0.000637325,-0.875,-0.870000000000001,-0.5,0,0,14.9019607826,119,846
1.7,0,-0.185000000000002,0.02855216,-0.18,0,-0.02,0,-0.004461275,-0.09375,-0.09,-0.400000000000006,0,0,13.7254901945,118,847
1.4,0,0.064999999999998,0.036327525,-0.41,0,-0.32,0,-0.02141412,-0.3125,-0.309999999999999,-0.199999999999989,0,0,8.6274509794,117,848
2.3,0,0.134999999999991,0.052133185,-0.44,0,0.210000000000001,0,-0.024090885,0.1328125,0.129999999999999,-0.099999999999994,0,0,6.6666666659,115,849
3.6,0,0.775000000000006,0.07851844,-0.720000000000001,0,0.550000000000001,0,-0.055447275,0.5546875,0.550000000000001,0.400000000000006,0,0,5.8823529405,113,850
3.4,0,0.344999999999999,0.06577194,-0.52,0,0.129999999999999,0,-0.02906202,-0.0234375,-0.02,-0.699999999999989,0,0,7.843137254,111,851
2.6,0,0.289999999999992,0.048309235,-0.07,0,0,0,-0.00433381,-0.0625,-0.059999999999999,-0.699999999999989,0,0,12.9411764691,110,852
3.9,8,0.139999999999986,0.085529015,-0.120000000000001,0,1.13,0,0.00280423,0.9140625,0.91,0,0,0,11.764705881,110,853
2.1,0,0.324999999999989,0.048564165,0.039999999999999,0,-0.41,0,0.038366965,-0.5625,-0.559999999999999,0.099999999999994,0,0,22.7450980366,110,854
2.1,0,0.134999999999991,0.041426125,0.31,0,0.219999999999999,0,0.046524725,0.171875,0.170000000000002,0.099999999999994,0,0,23.9215686247,110,855
3,0,0.379999999999995,0.06067334,0.01,0,0.670000000000002,0,0.0280423,0.7109375,0.710000000000001,0.199999999999989,0,0,21.9607843112,111,856
1.7,0,-0.110000000000014,0.035562735,0,0,-0.030000000000001,0,-0.00382395,0.078125,0.079999999999998,0.300000000000011,0,0,11.764705881,111,857
3.3,0,0.550000000000011,0.07240012,0.049999999999999,0,-0.210000000000001,0,0.026385255,-0.328125,-0.32,-1.09999999999999,0,0,19.607843135,111,858
2.3,0,0.210000000000008,0.04894656,0.209999999999999,0,-0.010000000000002,0,0.03951415,-0.078125,-0.079999999999998,-0.300000000000011,0,0,23.9215686247,111,859
1.9,0,0.14500000000001,0.046779655,0.369999999999999,0,0.449999999999999,0,0.04206345,0.390625,0.390000000000001,0.599999999999994,0,0,23.9215686247,112,860
2.4,0,0.034999999999997,0.04665219,0.43,0,-0.510000000000002,0,0.038876825,-0.5703125,-0.57,-0.699999999999989,0,0,24.7058823501,113,861
2.3,0,0.129999999999995,0.048054305,0.19,0,-0.550000000000001,0,0.04486768,-0.671875,-0.670000000000002,-0.400000000000006,0,0,25.8823529382,114,862
2.2,0,0.180000000000007,0.05251558,0.209999999999999,0,0.039999999999999,0,0.04435782,0.015625,0.010000000000002,0,0,0,28.6274509771,115,863
3.3,0,0.469999999999999,0.07596914,0.119999999999999,0,0.210000000000001,0,0.040406405,0.4453125,0.440000000000001,-0.099999999999994,0,0,24.7058823501,116,864
2.5,0,0.199999999999989,0.06322264,0.18,0,0.5,0,0.043210635,0.5,0.5,0.199999999999989,0,0,26.6666666636,116,865
2,0,0.210000000000008,0.042955705,0.279999999999999,0,0.57,0,0.0407888,0.53125,0.530000000000001,0.199999999999989,0,0,28.6274509771,117,866
2.1,0,0.360000000000014,0.05226065,0.09,0,0.329999999999998,0,0.04767191,0.3125,0.309999999999999,0,0,0,29.8039215652,119,867
1.7,0,0.009999999999991,0.036072595,0.26,0,0.629999999999999,0,0.030209205,0.390625,0.390000000000001,0.400000000000006,0,0,20.7843137231,119,868
2.5,0,0.150000000000006,0.042190915,-0.1,0,0.609999999999999,0,0.001911975,0.4921875,0.489999999999998,0.099999999999994,0,0,18.8235294096,119,869
2.9,0,0.275000000000006,0.06169306,-0.109999999999999,0,0.43,0,0.01351129,-0.078125,-0.079999999999998,-1,0,0,16.8627450961,118,870
2.3,0,0.259999999999991,0.054172625,-0.19,0,-0.190000000000001,0,0.00433381,-0.1328125,-0.129999999999999,0.099999999999994,0,0,14.9019607826,117,871
3.5,0,0.824999999999989,0.076096605,-0.34,0,0.719999999999999,0,0.006500715,0.453125,0.449999999999999,0,0,0,15.686274508,117,872
3.1,0,0.409999999999997,0.045759935000001,-0.300000000000001,0,0.260000000000002,0,-0.00229437,0.3515625,0.350000000000001,0.099999999999994,0,0,15.686274508,116,873
2.7,0,0.340000000000003,0.06067334,-0.140000000000001,0,-0.350000000000001,0,0.026640185,-0.4453125,-0.449999999999999,-0.699999999999989,0,0,22.7450980366,116,874
2.7,0,0.090000000000003,0.03925922,-0.060000000000001,0,0.670000000000002,0,-0.004461275,0.71875,0.710000000000001,0.5,0,0,15.686274508,116,875
2.9,0,0.514999999999986,0.06500715,-0.15,0,0.690000000000001,0,0.04129866,0.5390625,0.539999999999999,0,0,0,24.7058823501,115,876
2,0,0.169999999999988,0.05175079,0.1,0,0.07,0,0.0586339,0.140625,0.140000000000001,0.699999999999989,0,0,26.6666666636,115,877
1.9,0,0.259999999999991,0.043975425,0.029999999999999,0,0.050000000000001,0,0.04894656,0.0546875,0.050000000000001,0.099999999999994,0,0,23.9215686247,116,878
1.3,0,0.194999999999993,0.04180852,0.049999999999999,0,-1.15,0,0.043465565,-1.09375,-1.09,-0.699999999999989,0,0,25.8823529382,116,879
2,0,0.150000000000006,0.04563247,-0.060000000000001,0,0.600000000000001,0,0.027914835,0.5546875,0.559999999999999,0,0,0,19.607843135,116,880
3,0,0.289999999999992,0.036582455,-0.140000000000001,0,-0.09,0,0.02651272,-0.1875,-0.190000000000001,-0.900000000000006,0,0,15.686274508,115,881
3.9,0,0.689999999999998,0.07520435,-0.08,0,1.14,0,0.016188055,0.4921875,0.489999999999998,-0.5,0,0,16.8627450961,115,882
1.9,0,-0.044999999999988,0.039386685,-0.17,0,0.109999999999999,0,0.01121692,0.1015625,0.100000000000001,0,0,0,14.9019607826,114,883
2.3,0,0.384999999999991,0.053917695,0.07,0,0.640000000000001,0,0.02600286,0.6796875,0.68,0.400000000000006,0,0,22.7450980366,114,884
2.5,0,0.185000000000002,0.056466995,-0.140000000000001,0,0.399999999999999,0,0.01223664,0.25,0.25,-0.199999999999989,0,0,17.6470588215,114,885
3.5,0,0.64500000000001,0.061820525,0.049999999999999,0,0.899999999999999,0,0.025110605,0.9296875,0.93,0.599999999999994,0,0,16.8627450961,114,886
3.3,0,0.370000000000005,0.05226065,-0.210000000000001,0,0.620000000000001,0,0.00280423,1.15625,1.16,1.09999999999999,0,0,12.9411764691,113,887
2.9,4,-0.175000000000011,0.038621895,-0.42,0,0.52,0,-0.009050015,0.59375,0.59,0.599999999999994,0,0,9.8039215675,112,888
3,0,0.289999999999992,0.05277051,0.119999999999999,0,0,0,0.03900429,0.0234375,0.02,0,0,0,19.607843135,112,889
2.3,4,0.330000000000012,0.06602687,0.1,0,-0.920000000000002,0,0.035052875,-0.796875,-0.800000000000001,-0.599999999999994,0,0,24.7058823501,112,890
1.9,0,0.034999999999997,0.027914835,-0.02,0,-0.84,0,0.035562735,-0.8671875,-0.859999999999999,-1.09999999999999,0,0,19.607843135,113,891
2.5,0,0.064999999999998,0.04996628,0.08,0,-0.66,0,0.02217891,-0.6328125,-0.629999999999999,-0.599999999999994,0,0,22.7450980366,113,892
1.8,4,0.259999999999991,0.04231838,0.27,0,-1.11,0,0.043720495,-1.0234375,-1.02,-1.5,0,0,24.7058823501,114,893
2.5,0,0.155000000000001,0.04690712,0.060000000000001,0,-0.48,0,0.026130325,-0.4609375,-0.460000000000001,-0.099999999999994,0,0,18.8235294096,114,894
2.2,0,0.134999999999991,0.05684939,0.129999999999999,0,-0.210000000000001,0,0.038112035,0,0,0.5,0,0,21.9607843112,115,895
2.1,0,0.125,0.044995145,0.23,0,-0.41,0,0.05557474,-0.40625,-0.399999999999999,0.099999999999994,0,0,25.8823529382,116,896
2.1,0,-0.300000000000011,0.04257331,-0.630000000000001,0,0.350000000000001,0,-0.063350105,0.3984375,0.399999999999999,0.5,0,0,0,115,897
2.1,0,0.189999999999998,0.05302544,-0.630000000000001,0,0.18,0,-0.055702205,0.078125,0.079999999999998,0.099999999999994,0,0,0,113,898
2.3,0,0.235000000000014,0.060545875,-0.630000000000001,0,0.52,0,-0.048054305,0.5703125,0.57,0.099999999999994,0,0,0,110,899
2.2,0,0.224999999999994,0.0407888,-0.720000000000001,0,-0.329999999999998,0,-0.02192398,-0.3671875,-0.370000000000001,0.300000000000011,0,0,3.921568627,108,900
3.3,4,0.175000000000011,0.0458874,-0.300000000000001,0,0.73,0,-0.016952845,0.7890625,0.789999999999999,0,0,0,11.764705881,107,901
3.2,0,0.305000000000007,0.059143760000001,-0.17,0,0.649999999999999,0,-0.00025493,0.7109375,0.710000000000001,0.199999999999989,0,0,12.9411764691,107,902
3.3,0,0.194999999999993,0.049583885,-0.279999999999999,0,0.510000000000002,0,0.01555073,0.53125,0.530000000000001,0.099999999999994,0,0,13.7254901945,106,903
3.3,0,0.254999999999995,0.05735925,-0.34,0,0.079999999999998,0,-0.00050986,0.1171875,0.120000000000001,-0.300000000000011,0,0,11.764705881,105,904
3.5,0,0.455000000000013,0.057996575,-0.49,0,0.52,0,-0.00356902,0.53125,0.530000000000001,-0.199999999999989,0,0,11.764705881,103,905
3.4,4,0.330000000000012,0.046269795,-0.640000000000001,0,1.32,0,-0.049074025,1.2578125,1.26,2.09999999999999,0,0,0,102,906
3.6,0,0.544999999999988,0.065899405,-0.75,0,0.629999999999999,0,-0.04690712,0.625,0.629999999999999,0.099999999999994,0,0,0,99,907
1.8,0,-0.360000000000014,0.034033155,-0.58,0,-0.34,0,-0.01223664,-0.328125,-0.329999999999998,0.800000000000011,0,0,10.9803921556,96,908
2.5,0,0.199999999999989,0.065899405,-0.74,0,0.48,0,-0.05430009,0.5234375,0.52,0.099999999999994,0,0,0,93,909
0.3,4,-0.64500000000001,0.02829723,-0.720000000000001,0,-0.190000000000001,0,-0.048564165,-0.2890625,-0.289999999999999,0.599999999999994,0,0,0,91,910
2.2,0,0.305000000000007,0.047289515,-0.700000000000001,0,0.559999999999999,0,-0.04818177,0.546875,0.550000000000001,0.400000000000006,0,0,0,89,911
2.5,0,0.35499999999999,0.059271225,-0.66,0,0.559999999999999,0,-0.048564165,0.5546875,0.559999999999999,0.099999999999994,0,0,0,86,912
2.5,0,0.314999999999998,0.05302544,-0.130000000000001,0,0.510000000000002,0,0.01911975,0.5234375,0.530000000000001,0.099999999999994,0,0,10.9803921556,85,913
2.5,0,0.275000000000006,0.04461275,-0.44,0,0.670000000000002,0,-0.010834525,0.6796875,0.68,0.300000000000011,0,0,7.843137254,83,914
2.8,0,0.210000000000008,0.048309235,-0.109999999999999,0,0.57,0,0.016952845,0.5703125,0.57,0,0,0,9.8039215675,82,915
2.9,0,0.294999999999987,0.048309235,-0.300000000000001,0,0.600000000000001,0,0.031993715,0.6171875,0.620000000000001,0.199999999999989,0,0,11.764705881,82,916
2.9,0,0.340000000000003,0.05480995,0.459999999999999,0,0.510000000000002,0,0.073037445,0.515625,0.510000000000002,0.199999999999989,0,0,18.8235294096,82,917
2.8,0,0.400000000000006,0.064879685,0.549999999999999,0,0.289999999999999,0,0.105413555,0.2890625,0.289999999999999,0.099999999999994,0,0,26.6666666636,84,918
1.5,0,0.080000000000013,0.04384796,0.77,0,0.149999999999999,0,0.12313119,0.140625,0.140000000000001,0.099999999999994,0,0,29.8039215652,87,919
1.5,0,-0.030000000000001,0.042955705,0.470000000000001,0,0.129999999999999,0,0.074821955,0.140625,0.140000000000001,0,0,0,21.9607843112,89,920
2.1,0,0.009999999999991,0.049838815,0.09,0,0.309999999999999,0,0.042700775,0.3515625,0.350000000000001,0,0,0,15.686274508,90,921
2.1,0,0.080000000000013,0.04461275,-0.210000000000001,0,0.48,0,0.026895115,0.484375,0.48,0.099999999999994,0,0,10.9803921556,90,922
2.7,0,0.22999999999999,0.049328955,-0.6,0,0.870000000000001,0,-0.044740215,0.828125,0.82,0.300000000000011,0,0,0,88,923
2.9,0,0.569999999999993,0.05480995,-0.51,0,0.620000000000001,0,-0.016442985,0.6015625,0.600000000000001,0.300000000000011,0,0,6.6666666659,86,924
3.2,0,0.294999999999987,0.06169306,-0.370000000000001,0,0.890000000000001,0,-0.00611832,0.90625,0.91,0.199999999999989,0,0,8.6274509794,84,925
3.3,0,0.294999999999987,0.04971135,-0.01,0,0.559999999999999,0,0.02090426,0.5703125,0.57,0.099999999999994,0,0,11.764705881,84,926
3.2,0,0.215000000000003,0.056976855,-0.220000000000001,0,0.219999999999999,0,0.015933125,0.2421875,0.239999999999998,-0.099999999999994,0,0,10.9803921556,83,927
1.7,0,0.164999999999992,0.04461275,0.359999999999999,0,0.140000000000001,0,0.04741698,0.0859375,0.079999999999998,0,0,0,14.9019607826,84,928
2.5,0,-0.090000000000003,0.038112035,-0.31,0,0.829999999999998,0,-0.003186625,0.84375,0.850000000000001,0.400000000000006,0,0,7.843137254,83,929
3.5,0,0.439999999999998,0.062075455,0.23,0,0.93,0,0.044230355,0.921875,0.920000000000002,-0.099999999999994,0,0,14.9019607826,83,930
3.2,0,0.689999999999998,0.064879685,0.41,0,-0.57,0,0.05761418,-0.828125,-0.829999999999998,-0.900000000000006,0,0,18.8235294096,84,931
1.9,0,0.39500000000001,0.04920149,0.379999999999999,0,-1.03,0,0.0968734,-0.9765625,-0.969999999999999,-0.599999999999994,0,0,24.7058823501,86,932
1.5,0,0.090000000000003,0.040661335,0.699999999999999,0,-1.64,0,0.123768515,-1.7421875,-1.74,-2.09999999999999,0,0,30.9803921533,89,933
1.2,0,0.14500000000001,0.02829723,0.68,0,0.059999999999999,0,0.11369878,0.109375,0.109999999999999,0.099999999999994,0,0,31.7647058787,91,934
1.6,0,-0.074999999999989,0.050093745,0.19,0,0.57,0,0.03900429,0.5,0.5,0,0,0,16.8627450961,92,935
3.3,0,0.569999999999993,0.05659446,0.470000000000001,0,0.66,0,0.072272655,0.625,0.629999999999999,0.099999999999994,0,0,23.9215686247,94,936
0.7,0,-0.314999999999998,0.011089455,0.619999999999999,0,0.039999999999999,0,0.102354395,0.3515625,0.350000000000001,0.400000000000006,0,0,30.9803921533,94,937
3.5,0,0.509999999999991,0.059526155,0.289999999999999,0,-0.16,0,0.02880709,-0.125,-0.120000000000001,-0.300000000000011,0,0,16.8627450961,96,938
3.5,0,0.474999999999994,0.065389545,0.529999999999999,0,0.27,0,0.08616634,0.3125,0.309999999999999,0.099999999999994,0,0,28.6274509771,97,939
2.3,4,0.485000000000014,0.06041841,0.4,0,-1.15,0,0.052643045,-1.15625,-1.16,-1.40000000000001,0,0,19.607843135,99,940
2.1,0,0.294999999999987,0.04257331,0.58,0,0.140000000000001,0,0.0892255,0.1328125,0.140000000000001,0,0,0,30.9803921533,100,941
1.8,0,0.044999999999988,0.039131755,0.549999999999999,0,-1.24,0,0.08540155,-1.2421875,-1.24,-1.19999999999999,0,0,31.7647058787,103,942
1.7,0,-0.169999999999988,0.040661335,0.699999999999999,0,0,0,0.101972,0.0390625,0.039999999999999,0.099999999999994,0,0,34.9019607803,105,943
1.9,0,0.259999999999991,0.05226065,0.799999999999999,0,0.600000000000001,0,0.11803259,0.6015625,0.600000000000001,0.300000000000011,0,0,38.8235294073,108,944
1.5,0,0.030000000000001,0.050858535,0.779999999999999,0,-0.870000000000001,0,0.111022015,-0.8671875,-0.870000000000001,-0.599999999999994,0,0,39.6078431327,111,945
2,0,0.444999999999993,0.053280370000001,0.84,0,0.399999999999999,0,0.10375651,0.40625,0.399999999999999,0.300000000000011,0,0,40.7843137208,114,946
2.1,0,0.485000000000014,0.062075455,0.41,0,-0.609999999999999,0,0.06016348,-0.6015625,-0.600000000000001,-0.699999999999989,0,0,30.9803921533,116,947
2.1,0,0.324999999999989,0.04920149,0.19,0,-0.710000000000001,0,0.055702205,-0.703125,-0.699999999999999,-0.5,0,0,30.9803921533,118,948
1,8,-0.10499999999999,0.029954275,0.18,0,-1.52,0,0.032503575,-1.515625,-1.51,-0.699999999999989,0,0,21.9607843112,118,949
2.1,0,0.240000000000009,0.04894656,-0.359999999999999,0,0.239999999999998,0,0.01886482,0.2421875,0.239999999999998,-0.300000000000011,0,0,18.8235294096,117,950
2.6,0,-0.009999999999991,0.04002401,-0.49,0,0.579999999999998,0,-0.00841269,0.71875,0.710000000000001,0.199999999999989,0,0,16.8627450961,117,951
2.8,0,0.150000000000006,0.045759935000001,-0.560000000000001,0,0.719999999999999,0,-0.022051445,0.8515625,0.850000000000001,0.599999999999994,0,0,0,115,952
2.7,0,0.115000000000009,0.049583885,-0.73,0,0.109999999999999,0,-0.04614233,0.0859375,0.09,0.099999999999994,0,0,0,112,953
2.5,0,0.240000000000009,0.06143813,-0.97,0,-0.07,0,-0.067683915,0,0,0.099999999999994,0,0,0,109,954
2.1,0,0.039999999999992,0.04512261,-0.92,0,-0.989999999999998,0,-0.054172625,-0.9921875,-0.989999999999998,-0.699999999999989,0,0,0,106,955
2.2,0,0.175000000000011,0.055957135,-1.02,0,-0.280000000000001,0,-0.057231785,0,0,0.599999999999994,0,0,0,103,956
2.8,0,0.330000000000012,0.042955705,-0.859999999999999,0,-0.010000000000002,0,-0.046779655,0.21875,0.219999999999999,0.300000000000011,0,0,0,101,957
3.3,0,0.39500000000001,0.07036068,-0.75,0,-0.329999999999998,0,-0.050603605,-0.3671875,-0.359999999999999,-0.199999999999989,0,0,0,98,958
1.7,0,-0.094999999999999,0.04027894,-0.23,0,-0.98,0,0.051878255,-0.890625,-0.890000000000001,-0.199999999999989,0,0,15.686274508,96,959
1.9,0,-0.164999999999992,0.039641615,-0.18,0,0.469999999999999,0,0.03135639,0.4609375,0.460000000000001,0.5,0,0,13.7254901945,95,960
1.9,0,0.155000000000001,0.043975425,-0.130000000000001,0,0.399999999999999,0,0.016442985,0.40625,0.399999999999999,0.099999999999994,0,0,13.7254901945,95,961
2.6,0,0.085000000000008,0.03518034,-0.300000000000001,0,0.219999999999999,0,-0.001402115,0.3359375,0.329999999999998,-0.300000000000011,0,0,8.6274509794,94,962
2.6,0,0.034999999999997,0.048054305,-0.23,0,0.420000000000002,0,0.019502145,0.4375,0.43,0,0,0,9.8039215675,92,963
2.8,0,0.300000000000011,0.048054305,-0.07,0,0.59,0,0.02727751,0.6328125,0.629999999999999,0.199999999999989,0,0,16.8627450961,92,964
2.8,0,0.259999999999991,0.04818177,0.199999999999999,0,0.309999999999999,0,0.05175079,0.375,0.370000000000001,0.199999999999989,0,0,21.9607843112,92,965
2.1,0,0.240000000000009,0.0535353,0.379999999999999,0,-0.370000000000001,0,0.07979309,-0.484375,-0.48,-0.099999999999994,0,0,26.6666666636,93,966
0.9,0,-0.284999999999997,0.0229437,0.48,0,-1.44,0,0.07367477,-1.0234375,-1.02,-0.199999999999989,0,0,24.7058823501,95,967
0.8,16,0.435000000000002,0.03951415,0.27,0,-0.93,0,0.042190915,-1.2734375,-1.27,-1.30000000000001,0,0,19.607843135,96,968
2.1,0,0.314999999999998,0.0458874,-0.27,0,-0.170000000000002,0,0.056466995,-0.765625,-0.760000000000002,-1.59999999999999,0,0,20.7843137231,96,969
1.3,0,-0.185000000000002,0.0178451,0.369999999999999,0,-0.43,0,0.056212065000001,-0.5234375,-0.52,0.199999999999989,0,0,21.9607843112,98,970
2,0,0.134999999999991,0.0560846,0.24,0,0.079999999999998,0,0.048691630000001,0.0859375,0.079999999999998,-0.199999999999989,0,0,22.7450980366,99,971
1.9,0,0.259999999999991,0.044485285,0.25,0,0.149999999999999,0,0.03237611,0.15625,0.149999999999999,0,0,0,19.607843135,99,972
1.9,0,0.275000000000006,0.046779655,0.17,0,0.510000000000002,0,0.03951415,0.484375,0.489999999999998,0,0,0,16.8627450961,100,973
1.9,0,0.219999999999999,0.04996628,-0.620000000000001,0,0.52,0,-0.0433381,0.5234375,0.530000000000001,0.199999999999989,0,0,0,99,974
3,0,0.319999999999993,0.067938845,-0.51,0,0.559999999999999,0,-0.04971135,0.625,0.620000000000001,0,0,0,0,97,975
3.1,0,0.259999999999991,0.063859965,-0.140000000000001,0,0.43,0,-0.00356902,0.328125,0.329999999999998,-0.099999999999994,0,0,8.6274509794,95,976
3.1,0,0.465000000000003,0.060545875,-0.17,0,0.010000000000002,0,0.002676765,0.03125,0.030000000000001,-0.400000000000006,0,0,10.9803921556,94,977
3.1,0,0.319999999999993,0.06908603,-0.02,0,0.68,0,0.007265505,0.625,0.629999999999999,0.199999999999989,0,0,10.9803921556,95,978
3.1,0,0.254999999999995,0.060036015,-0.140000000000001,0,0.460000000000001,0,0.017335240000001,0.4765625,0.48,0,0,0,14.9019607826,93,979
1.3,4,-0.164999999999992,0.011089455,0.35,0,-0.199999999999999,0,0.058506435,-0.15625,-0.16,0.099999999999994,0,0,22.7450980366,94,980
3.1,0,0.694999999999993,0.055192345,0.52,0,0.559999999999999,0,0.080940275,0.5703125,0.57,0.099999999999994,0,0,27.8431372517,96,981
1.9,0,0.574999999999989,0.031993715,0.65,0,0.239999999999998,0,0.108982575,0.140625,0.140000000000001,1,0,0,32.9411764668,98,982
2.3,4,0.039999999999992,0.02498314,0.789999999999999,0,0.280000000000001,0,0.105923415,0.2421875,0.239999999999998,0.699999999999989,0,0,36.8627450938,101,983
2.9,0,0.814999999999998,0.040151475,0.84,0,-0.890000000000001,0,0.097765655,-0.8828125,-0.879999999999999,-0.900000000000006,0,0,32.9411764668,104,984
2.3,0,0.740000000000009,0.031483855,0.470000000000001,0,-0.140000000000001,0,0.060800805,-0.140625,-0.140000000000001,-0.099999999999994,0,0,26.6666666636,106,985
3.1,0,0.935000000000002,0.03772964,0.15,0,0.239999999999998,0,0.060545875,0.234375,0.23,0.400000000000006,0,0,27.8431372517,107,986
3.2,0,1.24000000000001,0.044230355,0.039999999999999,0,0.219999999999999,0,0.04971135,0.5078125,0.5,0.699999999999989,0,0,23.9215686247,108,987
4.7,0,1.60499999999999,0.054172625,0.390000000000001,0,0.93,0,0.105413555,0.6875,0.68,-0.199999999999989,0,0,32.9411764668,109,988
5.4,0,1.81999999999999,0.07928323,0.24,0,1.07,0,0.06500715,1.1015625,1.1,0.300000000000011,0,0,26.6666666636,111,989
5,0,1.66999999999999,0.074057165,0.379999999999999,0,1.45,0,0.06704659,1.4609375,1.46,1.5,0,0,34.9019607803,112,990
3.8,0,0.944999999999993,0.035817665,0.029999999999999,0,0.539999999999999,0,0.058506435,0.546875,0.550000000000001,0.699999999999989,0,0,27.8431372517,113,991
5.1,0,1.59999999999999,0.075841675,0.31,0,1.2,0,0.069978285,1.296875,1.3,1.40000000000001,0,0,33.7254901922,113,992
4.7,0,1.22499999999999,0.07010575,0.289999999999999,0,0.16,0,0.06143813,0.1640625,0.16,0.300000000000011,0,0,29.8039215652,114,993
3.6,0,1.05000000000001,0.04741698,-0.01,0,0.140000000000001,0,0.087313525,0.1171875,0.120000000000001,0.300000000000011,0,0,32.9411764668,115,994
4.4,0,1.38999999999999,0.054172625,-0.08,0,0.760000000000002,0,0.049583885,0.8671875,0.870000000000001,0.5,0,0,26.6666666636,115,995
